winner,weight_class,title_fight,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,reach_diff,age_fighter1,age_fighter2
0,Bantamweight,f,167.64000000000001,170.18,Orthodox,5.38,41.0,2.94,66.0,1.69,37.0,86.0,1.0,85.0,165.1,167.64000000000001,Orthodox,3.38,40.0,2.23,70.0,1.4,36.0,79.0,0.3,84.375,2.539999999999992,27,31
0,Welterweight,f,187.96,198.12,Orthodox,1.93,38.0,2.63,50.0,2.0,68.0,81.0,0.9,72.413795,185.42,195.58,Orthodox,1.52,42.0,2.86,49.0,0.86,15.0,22.0,0.6,73.52941,2.539999999999992,31,33
1,Welterweight,f,180.34,185.42000000000002,Orthodox,2.02,47.0,1.98,62.0,2.89,35.0,37.0,1.2,80.0,182.88,193.04,Orthodox,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,75.0,-7.619999999999976,30,34
1,Flyweight,f,160.02,160.02,Southpaw,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,68.0,165.1,167.64000000000001,Orthodox,3.0,30.0,6.1,57.0,1.66,23.0,83.0,0.0,71.052635,-7.6200000000000045,32,33
1,Lightweight,f,180.34,187.96,Southpaw,1.88,43.0,2.39,45.0,3.92,40.0,66.0,0.4,88.23529,182.88,182.88,Orthodox,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9,72.72726999999999,5.0800000000000125,30,33
0,Heavyweight,t,193.04,195.58,Orthodox,4.83,48.0,3.17,58.0,0.36,55.0,80.0,0.1,79.166664,185.42,195.58,Orthodox,6.38,57.0,2.29,57.0,5.15,45.0,85.0,0.4,87.5,0.0,29,31
1,Heavyweight,f,180.34,182.88,Orthodox,3.84,49.0,2.46,58.0,2.04,45.0,78.0,0.5,91.666664,182.88,182.88,Orthodox,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,0.0,34,37
1,Lightweight,f,175.26,185.42000000000002,Orthodox,3.51,33.0,2.35,64.0,1.7,42.0,71.0,0.2,75.86206999999999,177.8,182.88,Southpaw,2.76,37.0,2.91,57.0,1.52,22.0,50.0,0.9,73.17073,2.5400000000000205,31,32
1,Heavyweight,f,187.96,193.04,Orthodox,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,60.714287,182.88,190.5,Southpaw,2.87,50.0,3.3,47.0,1.97,38.0,76.0,0.1,72.0,2.539999999999992,34,29
0,Flyweight,f,167.64000000000001,170.18,Southpaw,1.92,25.0,5.38,52.0,0.72,25.0,33.0,1.4,72.22222,160.02,167.64000000000001,Orthodox,3.38,40.0,3.41,63.0,0.71,30.0,82.0,0.0,67.741936,2.539999999999992,26,29
1,Middleweight,f,182.88,187.96,Orthodox,2.94,51.0,2.86,56.0,1.56,35.0,57.0,0.8,63.636364,187.96,193.04,Orthodox,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,64.28571,-5.079999999999984,32,30
0,Welterweight,f,182.88,187.96,Orthodox,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,64.40678,175.26,180.34,Southpaw,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,72.34042,7.6200000000000045,34,35
0,Lightweight,f,177.8,180.34,Orthodox,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6,70.0,177.8,182.88,Orthodox,3.68,35.0,3.78,65.0,0.08,20.0,68.0,0.0,57.14285699999999,-2.539999999999992,36,31
1,Welterweight,f,187.96,193.04,Orthodox,3.29,47.0,0.82,78.0,5.84,56.0,100.0,0.0,81.25,180.34,190.5,Orthodox,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8,64.0,2.539999999999992,27,25
0,Lightweight,f,177.8,180.34,Orthodox,1.68,39.0,2.99,53.0,2.58,27.0,0.0,1.0,69.23076999999999,180.34,193.04,Orthodox,5.51,44.0,3.55,63.0,0.6,42.0,76.0,1.5,89.28571,-12.699999999999989,32,29
1,Featherweight,f,180.34,187.96,Orthodox,3.72,36.0,3.72,53.0,2.8,46.0,69.0,0.2,75.0,177.8,177.8,Orthodox,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0,57.14285699999999,10.159999999999997,23,29
1,Bantamweight,f,165.1,167.64000000000001,Orthodox,3.6,45.0,2.45,62.0,2.0,44.0,55.0,0.0,90.0,175.26,187.96,Orthodox,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,52.38095,-20.319999999999993,23,26
0,Middleweight,f,182.88,182.88,Orthodox,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,70.0,185.42,187.96,Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,-5.0800000000000125,35,35
1,Light Heavyweight,f,185.42,200.66,Orthodox,3.34,53.0,3.74,49.0,0.58,21.0,71.0,0.4,80.95238,185.42,185.42000000000002,Orthodox,3.12,66.0,2.77,46.0,0.45,28.0,87.0,0.0,79.166664,15.23999999999998,33,32
1,Lightweight,f,180.34,177.8,,3.06,35.0,2.88,64.0,1.98,26.0,77.0,0.0,78.57143,180.34,185.42000000000002,Orthodox,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0,66.666664,-7.6200000000000045,27,29
0,Middleweight,f,182.88,182.88,Orthodox,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,61.290319999999994,182.88,190.5,Orthodox,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2,68.42105,-7.6200000000000045,32,27
1,Flyweight,f,160.02,170.18,Orthodox,5.22,40.0,3.95,56.0,0.52,60.0,69.0,0.6,79.48718000000001,162.56,162.56,Orthodox,2.34,26.0,3.16,68.0,1.76,21.0,60.0,0.0,61.11111,7.6200000000000045,23,30
0,Lightweight,f,175.26,180.34,Orthodox,3.98,45.0,3.17,58.0,2.55,44.0,70.0,0.4,75.0,175.26,177.8,Orthodox,4.28,40.0,4.04,62.0,0.98,28.0,77.0,0.4,72.22222,2.539999999999992,26,26
0,Middleweight,f,185.42,193.04,Orthodox,2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0,69.23076999999999,198.12,195.58,Orthodox,4.43,36.0,3.87,59.0,0.63,42.0,63.0,0.4,72.72726999999999,-2.5400000000000205,27,25
1,Women's Bantamweight,f,154.94,157.48,Orthodox,6.58,51.0,5.04,51.0,3.2,58.0,75.0,0.5,76.0,160.02,160.02,Orthodox,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,76.47059,-2.5400000000000205,22,36
0,Featherweight,f,172.72,175.26,Orthodox,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,60.0,185.42,187.96,Orthodox,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,63.636364,-12.700000000000017,24,29
1,Featherweight,f,175.26,180.34,Southpaw,3.47,57.0,3.5,57.0,5.2,44.0,61.0,1.4,78.57143,175.26,175.26,Southpaw,2.33,46.0,1.99,62.0,1.9,30.0,45.0,0.0,75.0,5.0800000000000125,26,30
0,Middleweight,f,182.88,185.42000000000002,Orthodox,3.28,54.0,3.62,54.0,2.3,55.0,79.0,0.0,80.0,185.42,193.04,,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,66.666664,-7.619999999999976,24,24
0,Middleweight,f,182.88,193.04,Orthodox,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,67.741936,180.34,187.96,Orthodox,2.78,47.0,1.84,62.0,2.58,35.0,70.0,0.7,75.0,5.079999999999984,31,34
0,Women's Bantamweight,f,167.64000000000001,167.64000000000001,Orthodox,3.3,56.0,2.68,60.0,2.95,52.0,66.0,0.2,64.70588000000001,167.64000000000001,172.72,Orthodox,4.18,44.0,4.16,55.0,0.8,38.0,34.0,1.0,70.37037,-5.079999999999984,29,29
0,Middleweight,f,185.42,190.5,Orthodox,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,82.35294,182.88,185.42000000000002,Southpaw,3.28,50.0,2.77,63.0,1.86,32.0,78.0,0.0,81.25,5.079999999999984,25,36
0,Lightweight,f,180.34,187.96,Orthodox,4.15,46.0,2.96,67.0,1.73,58.0,78.0,0.4,71.111115,172.72,185.42000000000002,Orthodox,2.01,34.0,1.85,64.0,4.04,45.0,61.0,0.1,88.46154,2.539999999999992,29,27
0,Lightweight,f,182.88,180.34,Orthodox,1.64,41.0,2.3,51.0,4.09,36.0,25.0,1.4,60.0,185.42,190.5,Southpaw,2.17,37.0,2.45,50.0,2.87,39.0,68.0,1.4,77.77778,-10.159999999999997,26,26
0,Lightweight,f,187.96,185.42000000000002,Orthodox,4.57,46.0,4.15,61.0,1.18,18.0,46.0,0.7,75.757576,177.8,180.34,Orthodox,5.0,48.0,3.87,63.0,1.03,25.0,71.0,0.2,72.72726999999999,5.0800000000000125,27,27
0,Bantamweight,f,185.42,182.88,Orthodox,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1,51.724136,172.72,172.72,Orthodox,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,57.894737,10.159999999999997,32,32
0,Featherweight,f,180.34,177.8,Orthodox,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,63.88889,167.64000000000001,167.64000000000001,Orthodox,4.44,45.0,3.2,59.0,3.8,38.0,82.0,1.0,65.38461,10.159999999999997,26,27
0,Women's Bantamweight,f,175.26,180.34,Orthodox,3.13,45.0,2.16,67.0,0.0,0.0,88.0,0.2,72.72726999999999,172.72,175.26,Orthodox,4.55,51.0,2.88,56.0,1.82,40.0,79.0,0.6,80.0,5.0800000000000125,29,25
1,Middleweight,f,180.34,182.88,Orthodox,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1,75.0,187.96,193.04,Orthodox,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,64.86487,-10.159999999999997,27,27
1,Welterweight,f,190.5,187.96,Orthodox,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,62.068966,190.5,203.2,Orthodox,3.86,46.0,2.22,56.0,2.62,46.0,60.0,0.3,72.413795,-15.23999999999998,32,26
0,Middleweight,f,187.96,198.12,Orthodox,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0,66.666664,185.42,195.58,Southpaw,3.03,44.0,2.55,50.0,2.74,28.0,100.0,0.6,72.0,2.539999999999992,32,29
0,Light Heavyweight,f,180.34,187.96,Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,68.08510600000001,182.88,187.96,Southpaw,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,63.414635,0.0,43,36
1,Middleweight,f,185.42,198.12,Southpaw,1.83,42.0,2.14,55.0,2.97,59.0,90.0,0.5,66.666664,175.26,185.42000000000002,Orthodox,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7,62.5,12.699999999999989,28,31
0,Light Heavyweight,f,182.88,193.04,Orthodox,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,66.666664,185.42,185.42000000000002,Orthodox,2.71,53.0,3.62,49.0,0.6,40.0,63.0,0.1,60.0,7.619999999999976,34,33
0,Welterweight,f,180.34,185.42000000000002,Orthodox,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,65.21739000000001,187.96,187.96,Switch,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7,68.75,-2.539999999999992,32,28
1,Welterweight,f,185.42,187.96,Southpaw,2.89,40.0,1.86,63.0,2.13,44.0,58.0,0.2,82.35294,182.88,185.42000000000002,Orthodox,4.27,39.0,4.02,64.0,0.54,44.0,60.0,0.0,90.32258,2.539999999999992,30,27
0,Featherweight,f,170.18,177.8,Orthodox,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8,65.21739000000001,172.72,180.34,Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,-2.539999999999992,29,27
1,Featherweight,f,172.72,170.18,Orthodox,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,65.21739000000001,170.18,185.42000000000002,Orthodox,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,70.0,-15.240000000000009,27,26
1,Middleweight,f,182.88,185.42000000000002,Orthodox,3.01,33.0,2.91,57.0,2.89,51.0,53.0,0.3,77.27273000000001,177.8,180.34,Orthodox,5.39,69.0,3.51,51.0,2.82,50.0,66.0,0.0,64.28571,5.0800000000000125,26,26
0,Lightweight,f,172.72,177.8,Southpaw,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,63.15789399999999,170.18,172.72,Orthodox,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5,75.0,5.0800000000000125,31,29
1,Lightweight,f,177.8,182.88,Southpaw,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,75.675674,172.72,182.88,Switch,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,64.0,0.0,31,28
0,Flyweight,f,165.1,167.64000000000001,Orthodox,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,82.5,165.1,165.1,Orthodox,2.91,43.0,2.24,56.0,3.01,35.0,54.0,0.1,73.07692,,31,25
1,Welterweight,t,180.34,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,92.85714,175.26,175.26,Southpaw,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,69.23076999999999,17.78,32,30
0,Light Heavyweight,f,185.42,187.96,Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,65.90909,182.88,190.5,Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,72.72726999999999,-2.539999999999992,36,34
0,Welterweight,f,182.88,193.04,Orthodox,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,81.818184,180.34,187.96,Southpaw,3.56,44.0,3.99,60.0,0.72,65.0,69.0,0.0,68.29269000000001,5.079999999999984,24,31
1,Welterweight,f,175.26,187.96,Orthodox,2.62,48.0,2.26,61.0,1.34,42.0,94.0,0.5,82.608696,177.8,185.42000000000002,Orthodox,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,65.51724,2.539999999999992,31,36
0,Flyweight,f,170.18,167.64000000000001,Southpaw,3.41,45.0,2.3,62.0,4.26,65.0,50.0,1.4,64.0,162.56,165.1,Orthodox,2.85,42.0,3.09,52.0,2.51,36.0,65.0,0.3,73.68421,2.5400000000000205,27,28
0,Lightweight,f,177.8,177.8,Southpaw,5.35,39.0,3.54,61.0,1.83,33.0,80.0,1.0,66.666664,185.42,185.42000000000002,Orthodox,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304000000001,-7.6200000000000045,32,30
0,Middleweight,f,185.42,195.58,Orthodox,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,185.42,198.12,Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,-2.539999999999992,33,32
1,Welterweight,f,175.26,180.34,Southpaw,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,182.88,185.42000000000002,Southpaw,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,72.85714,-5.0800000000000125,29,33
1,Bantamweight,f,172.72,172.72,Orthodox,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,73.91304000000001,170.18,175.26,Orthodox,2.57,39.0,3.06,51.0,0.2,100.0,37.0,0.6,69.23076999999999,-2.539999999999992,24,29
0,Welterweight,f,175.26,180.34,Southpaw,0.53,34.0,0.58,66.0,0.0,0.0,20.0,0.0,73.52941,172.72,180.34,Southpaw,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8,79.166664,0.0,33,32
0,Bantamweight,f,175.26,177.8,Orthodox,2.43,31.0,3.82,57.0,0.88,45.0,48.0,0.2,68.42105,167.64000000000001,175.26,Orthodox,3.6,37.0,2.56,65.0,0.91,39.0,68.0,0.4,80.95238,2.5400000000000205,27,20
1,Light Heavyweight,f,190.5,193.04,Orthodox,4.25,42.0,5.31,56.0,0.53,23.0,83.0,0.0,62.962963,190.5,187.96,Orthodox,5.61,59.0,5.44,45.0,1.67,28.0,0.0,1.7,61.53846,5.079999999999984,28,32
1,Lightweight,f,182.88,193.04,Southpaw,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,175.26,177.8,Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,58.33333199999999,15.23999999999998,28,34
0,Women's Bantamweight,t,170.18,172.72,Orthodox,2.5,44.0,3.55,64.0,0.75,20.0,0.0,0.8,25.0,167.64000000000001,175.26,,2.95,52.0,1.2,44.0,2.79,52.0,22.0,1.2,75.0,-2.539999999999992,36,24
1,Bantamweight,t,180.34,180.34,,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0,100.0,172.72,175.26,,3.6,53.0,1.41,68.0,1.25,30.0,64.0,0.0,71.42857,5.0800000000000125,26,28
0,Women's Bantamweight,f,185.42,177.8,,2.27,23.0,8.2,33.0,0.0,0.0,50.0,0.0,66.666664,180.34,185.42000000000002,,4.83,53.0,4.43,57.0,1.27,36.0,50.0,1.9,42.857143,-7.6200000000000045,34,27
1,Women's Bantamweight,f,170.18,170.18,Orthodox,3.42,47.0,3.31,62.0,1.16,28.0,64.0,0.9,52.941177,170.18,175.26,,3.77,30.0,5.47,55.0,1.13,15.0,41.0,0.2,57.894737,-5.079999999999984,25,31
0,Featherweight,f,172.72,180.34,Orthodox,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,54.54545600000001,172.72,172.72,Orthodox,3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0,63.636364,7.6200000000000045,30,31
1,Featherweight,f,175.26,175.26,Orthodox,1.91,54.0,2.31,58.0,2.97,46.0,33.0,0.5,70.0,167.64000000000001,170.18,Orthodox,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,5.079999999999984,31,29
1,Heavyweight,f,187.96,190.5,Orthodox,2.08,46.0,1.52,59.0,1.83,41.0,66.0,0.1,82.35294,195.57999999999998,195.58,Southpaw,2.99,38.0,2.63,63.0,0.22,33.0,75.0,0.2,61.11111,-5.0800000000000125,27,30
0,Welterweight,f,172.72,177.8,Southpaw,4.45,38.0,4.17,54.0,1.07,17.0,60.0,0.1,68.965515,177.8,190.5,,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0,66.666664,-12.699999999999989,25,26
1,Flyweight,f,162.56,162.56,Orthodox,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1,68.75,165.1,172.72,Orthodox,2.38,36.0,3.2,59.0,0.24,20.0,62.0,0.2,66.666664,-10.159999999999997,29,24
0,Light Heavyweight,f,187.96,190.5,Orthodox,4.04,51.0,2.99,62.0,2.75,37.0,58.0,0.2,66.666664,185.42,193.04,Orthodox,3.75,51.0,2.64,55.0,2.16,48.0,45.0,0.9,69.44444,-2.539999999999992,32,32
0,Light Heavyweight,f,190.5,190.5,Orthodox,2.27,43.0,3.77,53.0,2.03,22.0,33.0,1.1,60.0,187.96,187.96,Orthodox,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,82.14286,2.539999999999992,41,30
0,Heavyweight,f,180.34,187.96,Orthodox,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,53.33333199999999,193.04,205.74,Orthodox,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0,81.48148,-17.78,34,36
0,Middleweight,f,185.42,185.42000000000002,Switch,2.21,50.0,2.72,46.0,2.83,50.0,57.0,0.4,66.666664,187.96,195.58,Orthodox,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,64.70588000000001,-10.159999999999997,34,27
1,Women's Bantamweight,f,165.1,162.56,Orthodox,4.34,45.0,3.87,59.0,0.48,25.0,85.0,0.0,71.42857,165.1,162.56,Orthodox,2.9,36.0,3.18,46.0,1.14,23.0,78.0,0.0,55.172413,0.0,30,32
1,Bantamweight,f,170.18,172.72,Orthodox,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,61.764706000000004,167.64000000000001,177.8,Orthodox,4.52,37.0,6.55,59.0,0.18,18.0,60.0,0.2,56.25,-5.0800000000000125,30,30
1,Middleweight,f,185.42,185.42000000000002,Orthodox,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,75.0,182.88,187.96,Southpaw,3.52,42.0,3.48,62.0,1.36,36.0,52.0,0.3,81.25,-2.539999999999992,26,34
0,Flyweight,f,167.64000000000001,175.26,Orthodox,3.69,46.0,4.09,57.0,3.0,45.0,31.0,1.0,66.666664,170.18,167.64000000000001,Southpaw,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5,68.75,7.619999999999976,30,21
1,Middleweight,f,185.42,195.58,Southpaw,2.86,44.0,1.89,59.0,1.12,37.0,87.0,0.1,82.608696,175.26,175.26,Orthodox,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3,87.5,20.32000000000002,24,26
0,Welterweight,f,177.8,185.42000000000002,Orthodox,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0,70.0,175.26,182.88,Orthodox,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1,71.42857,2.5400000000000205,24,26
1,Flyweight,t,160.02,167.64000000000001,Orthodox,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09676999999999,162.56,165.1,Southpaw,3.44,32.0,2.5,64.0,1.26,27.0,66.0,0.7,83.333336,2.5400000000000205,27,29
0,Bantamweight,f,175.26,177.8,Orthodox,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,80.95238,167.64000000000001,170.18,Orthodox,2.66,41.0,2.51,65.0,1.59,31.0,60.0,0.9,77.27273000000001,7.6200000000000045,22,34
0,Featherweight,f,172.72,172.72,Orthodox,3.42,49.0,3.0,49.0,3.5,35.0,44.0,1.3,72.093025,167.64000000000001,167.64000000000001,Orthodox,2.76,49.0,2.14,68.0,4.08,54.0,100.0,0.3,81.818184,5.079999999999984,29,28
1,Lightweight,f,177.8,180.34,Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,172.72,177.8,Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,62.85714300000001,2.539999999999992,29,33
0,Welterweight,f,180.34,190.5,Orthodox,4.72,36.0,3.43,63.0,1.98,24.0,62.0,0.5,74.07406999999999,185.42,187.96,Southpaw,2.89,40.0,1.86,63.0,2.13,44.0,58.0,0.2,82.35294,2.539999999999992,29,30
1,Lightweight,f,180.34,190.5,Orthodox,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,175.26,180.34,Orthodox,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,62.962963,10.159999999999997,27,34
0,Lightweight,f,182.88,187.96,Orthodox,2.57,36.0,2.57,50.0,3.08,37.0,55.0,1.1,60.784313,177.8,180.34,Orthodox,5.0,48.0,3.87,63.0,1.03,25.0,71.0,0.2,72.72726999999999,7.6200000000000045,30,27
0,Flyweight,f,165.1,167.64000000000001,Orthodox,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,55.55555699999999,162.56,162.56,Southpaw,1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,70.37037,5.0800000000000125,31,30
0,Lightweight,f,182.88,182.88,Switch,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,77.77778,175.26,177.8,Orthodox,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,61.764706000000004,5.079999999999984,26,29
1,Lightweight,f,172.72,177.8,Orthodox,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4,62.5,175.26,172.72,Orthodox,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9,64.70588000000001,5.0800000000000125,30,31
1,Flyweight,f,165.1,165.1,Orthodox,3.81,32.0,5.72,59.0,4.21,58.0,75.0,0.0,69.23076999999999,167.64000000000001,162.56,Orthodox,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7,61.53846,2.539999999999992,27,34
1,Middleweight,t,187.96,198.12,Orthodox,3.15,42.0,3.23,51.0,3.76,52.0,73.0,1.0,77.77778,187.96,195.58,Southpaw,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06976999999999,2.539999999999992,29,38
0,Women's Bantamweight,t,167.64000000000001,165.1,Orthodox,1.93,41.0,2.71,50.0,2.06,31.0,52.0,1.6,72.0,170.18,172.72,Orthodox,4.17,52.0,4.14,44.0,6.26,68.0,50.0,4.8,85.71429,-7.6200000000000045,27,26
1,Heavyweight,f,198.12,200.66,Orthodox,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,69.23076999999999,190.5,198.12,Orthodox,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,81.39535,2.539999999999992,31,36
1,Lightweight,f,172.72,180.34,Southpaw,2.79,40.0,2.89,59.0,1.7,41.0,47.0,1.9,69.04762,177.8,185.42000000000002,Orthodox,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5,58.33333199999999,-5.0800000000000125,30,35
0,Featherweight,f,170.18,172.72,Orthodox,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6,68.57143,175.26,182.88,Southpaw,5.59,49.0,3.69,56.0,1.75,41.0,69.0,1.3,80.0,-10.159999999999997,26,24
0,Middleweight,f,180.34,187.96,Southpaw,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,66.666664,182.88,200.66,Orthodox,3.44,52.0,3.61,52.0,0.93,38.0,71.0,0.3,60.869564000000004,-12.699999999999989,33,29
0,Lightweight,f,177.8,180.34,Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07406999999999,177.8,185.42000000000002,Southpaw,4.31,38.0,3.96,58.0,0.59,45.0,77.0,0.1,60.60606,-5.0800000000000125,30,27
0,Welterweight,f,180.34,185.42000000000002,Orthodox,3.49,49.0,2.22,52.0,1.24,83.0,68.0,0.5,77.41936,170.18,180.34,Orthodox,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,65.71429,5.0800000000000125,29,30
1,Welterweight,f,180.34,190.5,Orthodox,4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,72.72726999999999,182.88,190.5,Orthodox,4.01,35.0,5.84,42.0,1.04,50.0,66.0,0.0,66.666664,0.0,22,34
0,Featherweight,f,177.8,182.88,Orthodox,4.25,42.0,3.58,57.0,0.36,100.0,60.0,0.4,66.666664,172.72,180.34,Orthodox,3.76,44.0,2.97,53.0,0.59,66.0,65.0,0.0,72.0,2.539999999999992,31,27
1,Welterweight,f,177.8,177.8,Switch,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,69.565216,190.5,195.58,Orthodox,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,61.904762,-17.78,28,29
1,Featherweight,f,170.18,175.26,Orthodox,2.04,44.0,2.01,50.0,3.63,48.0,63.0,1.1,74.46809,175.26,177.8,Orthodox,3.15,61.0,2.31,52.0,1.27,42.0,55.0,0.0,72.72726999999999,-2.5400000000000205,36,25
0,Welterweight,f,180.34,180.34,Orthodox,3.92,50.0,4.8,41.0,0.0,0.0,100.0,0.0,68.75,177.8,180.34,Orthodox,1.87,44.0,3.92,41.0,1.59,20.0,28.0,0.3,64.28571,0.0,32,33
