winner,weight_class,title_fight,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,reach_diff,age_fighter1,age_fighter2
0,Light Heavyweight,f,182.88,190.5,Orthodox,0.86,26.0,5.33,29.0,0.0,0.0,0.0,0.0,75.0,185.42,193.04,Orthodox,3.29,38.0,2.26,57.0,3.55,60.0,82.0,0.4,79.166664,,0,27
1,Lightweight,f,167.64000000000001,177.8,Orthodox,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,175.26,182.88,Orthodox,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0,56.25,-5.079999999999984,30,26
1,Welterweight,t,180.34,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,92.85714,175.26,177.8,Orthodox,2.71,49.0,3.12,56.0,1.24,55.0,75.0,0.5,53.33333199999999,15.23999999999998,28,31
0,Light Heavyweight,f,187.96,187.96,Orthodox,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,76.190475,185.42,187.96,Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,0.0,27,31
0,Light Heavyweight,f,193.04,198.12,Orthodox,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,68.0,193.04,213.36,Orthodox,4.41,55.0,2.12,65.0,2.13,50.0,95.0,0.6,91.666664,-15.240000000000009,32,22
0,Lightweight,f,182.88,193.04,Southpaw,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,170.18,177.8,Orthodox,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,15.23999999999998,24,28
1,Welterweight,f,182.88,193.04,Orthodox,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,79.411766,170.18,172.72,Switch,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5,58.181819999999995,20.319999999999993,31,35
0,Lightweight,f,165.1,170.18,Orthodox,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,60.0,170.18,172.72,Orthodox,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5,75.0,-2.539999999999992,28,25
1,Welterweight,f,170.18,180.34,Orthodox,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,65.71429,185.42,190.5,Orthodox,2.32,50.0,1.36,55.0,1.31,50.0,60.0,1.6,64.0,-10.159999999999997,26,32
0,Light Heavyweight,f,187.96,195.58,Orthodox,3.12,27.0,3.04,56.0,1.22,42.0,45.0,1.2,61.53846,190.5,193.04,Orthodox,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,76.47059,2.5400000000000205,34,25
1,Welterweight,f,187.96,185.42000000000002,Orthodox,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,70.0,177.8,182.88,Orthodox,1.62,47.0,2.01,58.0,2.12,36.0,100.0,5.3,50.0,,24,27
1,Lightweight,f,177.8,180.34,Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,172.72,180.34,Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,0.0,25,23
0,Heavyweight,f,182.88,195.58,Orthodox,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0,69.23076999999999,185.42,195.58,Orthodox,6.38,57.0,2.29,57.0,5.15,45.0,85.0,0.4,87.5,,29,27
1,Lightweight,f,180.34,182.88,Orthodox,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,70.21276999999999,172.72,177.8,Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,62.85714300000001,5.079999999999984,26,29
0,Welterweight,f,172.72,177.8,Orthodox,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9,66.666664,187.96,198.12,Orthodox,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.57143,-20.319999999999993,28,25
1,Lightweight,f,172.72,177.8,Orthodox,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,72.72726999999999,175.26,177.8,Orthodox,2.5,30.0,2.83,64.0,2.02,52.0,65.0,0.4,50.0,0.0,30,28
0,Middleweight,f,185.42,187.96,Orthodox,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8,75.0,185.42,187.96,Orthodox,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,60.869564000000004,,27,28
0,Lightweight,f,172.72,177.8,Orthodox,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,75.0,180.34,180.34,Orthodox,1.12,28.0,4.91,44.0,3.64,38.0,100.0,1.5,78.947365,,28,28
1,Lightweight,f,177.8,180.34,Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07406999999999,175.26,182.88,Southpaw,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1,65.57377,-2.539999999999992,26,33
0,Middleweight,f,185.42,187.96,Orthodox,0.32,100.0,3.36,12.0,2.4,16.0,0.0,0.0,73.333336,182.88,182.88,Southpaw,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,71.42857,,29,28
1,Welterweight,f,185.42,187.96,Southpaw,3.01,42.0,2.74,54.0,3.51,50.0,89.0,0.5,58.33333199999999,177.8,185.42000000000002,Orthodox,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4,73.68421,,23,28
1,Lightweight,f,177.8,182.88,Southpaw,2.76,37.0,2.91,57.0,1.52,22.0,50.0,0.9,73.17073,170.18,177.8,Orthodox,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,68.888885,5.079999999999984,28,27
0,Welterweight,f,182.88,180.34,Orthodox,1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0,72.72726999999999,182.88,187.96,Orthodox,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,69.44444,-7.6200000000000045,27,27
0,Middleweight,f,185.42,193.04,Orthodox,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,60.0,182.88,187.96,Orthodox,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,64.40678,5.079999999999984,31,30
0,Middleweight,f,185.42,187.96,Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,65.90909,185.42,182.88,Southpaw,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,5.0800000000000125,32,32
1,Welterweight,f,180.34,185.42000000000002,Orthodox,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,65.21739000000001,177.8,185.42000000000002,Orthodox,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,65.51724,0.0,28,32
0,Lightweight,f,180.34,180.34,Orthodox,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0,76.0,185.42,185.42000000000002,Orthodox,2.16,35.0,2.53,67.0,0.43,30.0,39.0,1.4,75.0,,0,23
1,Heavyweight,f,193.04,195.58,Orthodox,4.83,48.0,3.17,58.0,0.36,55.0,80.0,0.1,79.166664,210.82,213.36,Orthodox,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,-17.78,25,21
0,Lightweight,f,177.8,182.88,Orthodox,2.07,61.0,2.38,67.0,2.07,11.0,50.0,3.6,70.0,177.8,177.8,Southpaw,5.35,39.0,3.54,61.0,1.83,33.0,80.0,1.0,66.666664,5.079999999999984,0,28
0,Heavyweight,f,198.12,195.58,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,64.70588000000001,182.88,195.58,Orthodox,0.51,50.0,4.62,57.0,0.0,0.0,20.0,5.1,79.166664,,38,30
0,Welterweight,f,175.26,185.42000000000002,Orthodox,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,60.0,175.26,177.8,Orthodox,3.22,37.0,2.61,59.0,1.34,60.0,30.0,1.5,75.0,,29,25
0,Light Heavyweight,f,187.96,193.04,Orthodox,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,58.62069,185.42,185.42000000000002,Orthodox,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,76.59574,7.619999999999976,34,31
1,Heavyweight,f,187.96,203.2,Orthodox,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,85.71429,187.96,193.04,Orthodox,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,60.714287,10.159999999999997,34,30
0,Welterweight,f,180.34,190.5,Orthodox,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,64.28571,182.88,190.5,Orthodox,3.78,53.0,2.64,56.0,1.57,46.0,63.0,1.6,58.974357999999995,0.0,27,28
0,Light Heavyweight,f,182.88,182.88,Orthodox,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,70.0,185.42,193.04,Orthodox,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,70.588234,-10.159999999999997,31,33
1,Lightweight,f,175.26,177.8,Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,58.33333199999999,172.72,180.34,Southpaw,2.79,40.0,2.89,59.0,1.7,41.0,47.0,1.9,69.04762,-2.539999999999992,30,26
1,Welterweight,f,193.04,198.12,Switch,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,73.68421,182.88,185.42000000000002,Orthodox,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,62.5,,23,0
1,Middleweight,f,198.12,200.66,Orthodox,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,54.16666800000001,182.88,182.88,Orthodox,3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0,61.290319999999994,17.78,27,28
1,Light Heavyweight,f,180.34,180.34,Orthodox,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3,75.0,182.88,187.96,Orthodox,2.94,51.0,2.86,56.0,1.56,35.0,57.0,0.8,63.636364,-7.6200000000000045,34,28
0,Light Heavyweight,f,182.88,190.5,Orthodox,1.65,28.0,5.53,55.0,0.0,0.0,0.0,0.0,75.0,190.5,193.04,Orthodox,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,60.0,,0,32
0,Lightweight,f,172.72,175.26,Southpaw,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,65.90909,175.26,177.8,Southpaw,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,75.0,-2.5400000000000205,29,25
0,Welterweight,f,187.96,190.5,Orthodox,3.62,39.0,2.36,57.0,0.59,55.0,37.0,1.1,71.42857,182.88,182.88,Orthodox,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,74.07406999999999,7.6200000000000045,25,27
1,Light Heavyweight,f,187.96,187.96,Orthodox,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,82.14286,182.88,185.42000000000002,Orthodox,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,70.0,2.539999999999992,26,28
0,Lightweight,f,172.72,177.8,Southpaw,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,167.64000000000001,172.72,Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,71.42857,5.0800000000000125,25,25
1,Lightweight,f,185.42,187.96,Orthodox,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,63.636364,175.26,180.34,Orthodox,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5,44.444443,,25,25
1,Lightweight,f,177.8,180.34,Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07406999999999,172.72,180.34,Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,0.0,26,23
1,Middleweight,f,182.88,187.96,Orthodox,2.02,49.0,1.2,61.0,3.74,38.0,31.0,1.2,72.22222,185.42,190.5,Orthodox,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7,56.52174,,33,31
0,Welterweight,f,182.88,185.42000000000002,Orthodox,0.0,0.0,6.45,35.0,0.0,0.0,50.0,0.0,78.57143,180.34,180.34,Southpaw,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,84.61539,,0,32
0,Middleweight,f,182.88,182.88,Southpaw,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,71.42857,190.5,190.5,Orthodox,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,75.0,-7.6200000000000045,28,32
1,Middleweight,f,185.42,185.42000000000002,Orthodox,3.16,48.0,2.64,54.0,0.84,50.0,63.0,0.1,67.85714,187.96,190.5,Orthodox,3.15,58.0,2.9,41.0,0.63,12.0,42.0,1.3,75.0,,37,28
1,Middleweight,f,177.8,185.42000000000002,Orthodox,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,75.0,182.88,190.5,Orthodox,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0,68.75,,28,0
0,Middleweight,f,182.88,187.96,Orthodox,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,61.904762,182.88,185.42000000000002,Orthodox,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,73.333336,2.539999999999992,27,35
1,Middleweight,t,187.96,195.58,Southpaw,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06976999999999,185.42,198.12,Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,-2.539999999999992,34,28
0,Lightweight,f,177.8,172.72,Orthodox,3.51,50.0,3.24,54.0,2.41,38.0,63.0,1.8,69.565216,175.26,177.8,Orthodox,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,61.764706000000004,-5.0800000000000125,26,25
0,Light Heavyweight,f,187.96,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,72.413795,185.42,193.04,Orthodox,3.75,51.0,2.64,55.0,2.16,48.0,45.0,0.9,69.44444,0.0,40,28
0,Light Heavyweight,f,185.42,187.96,Orthodox,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3,66.666664,185.42,195.58,Open Stance,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0,66.666664,-7.6200000000000045,29,32
1,Heavyweight,f,193.04,208.28,Orthodox,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,72.5,193.04,198.12,Orthodox,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,57.14285699999999,10.159999999999997,34,33
0,Light Heavyweight,f,187.96,190.5,Orthodox,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7,53.846153,187.96,195.58,Southpaw,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3,66.666664,-5.0800000000000125,23,28
1,Middleweight,f,180.34,195.58,Orthodox,2.27,35.0,1.65,67.0,2.51,65.0,38.0,1.2,64.15094,185.42,190.5,Open Stance,1.47,43.0,2.5,49.0,0.0,0.0,16.0,0.0,56.756756,,32,27
0,Middleweight,f,190.5,203.2,Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,61.904762,182.88,182.88,Open Stance,4.96,44.0,2.8,66.0,0.25,33.0,60.0,0.0,75.0,20.319999999999993,34,37
1,Middleweight,f,185.42,195.58,Orthodox,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,182.88,193.04,Orthodox,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,66.666664,2.5400000000000205,29,30
0,Lightweight,f,177.8,180.34,Orthodox,1.11,57.0,1.64,54.0,2.65,63.0,14.0,0.0,64.0,172.72,190.5,Orthodox,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3,70.588234,-10.159999999999997,30,28
0,Welterweight,f,175.26,177.8,Orthodox,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3,62.5,177.8,182.88,Orthodox,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,80.76923000000001,-5.079999999999984,33,25
0,Light Heavyweight,f,190.5,200.66,Orthodox,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,57.894737,187.96,195.58,Orthodox,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,71.42857,5.079999999999984,25,29
0,Light Heavyweight,t,182.88,190.5,Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,72.72726999999999,185.42,187.96,Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,2.539999999999992,30,31
1,Welterweight,f,175.26,185.42000000000002,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,83.333336,167.64000000000001,172.72,Orthodox,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,61.11111,12.700000000000017,36,35
1,Middleweight,f,182.88,182.88,Southpaw,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,62.5,185.42,190.5,Open Stance,1.47,43.0,2.5,49.0,0.0,0.0,16.0,0.0,56.756756,,31,27
1,Middleweight,f,185.42,187.96,Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,65.90909,185.42,187.96,Orthodox,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,60.869564000000004,0.0,32,28
1,Lightweight,f,167.64000000000001,172.72,Orthodox,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86206999999999,167.64000000000001,170.18,Orthodox,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,87.80488000000001,2.539999999999992,28,36
0,Welterweight,f,182.88,187.96,Orthodox,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,64.28571,180.34,180.34,Southpaw,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,84.61539,7.6200000000000045,34,32
0,Heavyweight,f,180.34,187.96,Orthodox,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,53.33333199999999,193.04,193.04,Orthodox,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9,72.22222,-5.079999999999984,30,26
0,Lightweight,f,175.26,182.88,Orthodox,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7,57.14285699999999,175.26,180.34,Orthodox,1.99,40.0,3.45,58.0,0.65,50.0,40.0,0.0,62.5,2.539999999999992,25,27
1,Light Heavyweight,f,185.42,195.58,Open Stance,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0,66.666664,182.88,193.04,Orthodox,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,66.666664,,32,32
1,Welterweight,f,180.34,177.8,Southpaw,0.85,36.0,3.67,36.0,1.41,28.0,25.0,2.8,68.42105,175.26,185.42000000000002,Orthodox,0.47,33.0,10.91,19.0,0.0,0.0,0.0,0.0,58.33333199999999,,35,34
0,Lightweight,f,170.18,180.34,Orthodox,2.88,46.0,4.32,67.0,4.88,43.0,0.0,0.7,42.857143,185.42,182.88,Orthodox,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1,51.724136,,30,28
1,Catch Weight,f,185.42,190.5,Southpaw,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,78.37838,180.34,187.96,Orthodox,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,71.42857,2.539999999999992,35,33
1,Heavyweight,f,185.42,195.58,Orthodox,6.38,57.0,2.29,57.0,5.15,45.0,85.0,0.4,87.5,193.04,208.28,Orthodox,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,72.5,-12.699999999999989,27,34
1,Heavyweight,f,187.96,185.42000000000002,Southpaw,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,68.888885,187.96,195.58,Orthodox,1.36,19.0,3.61,53.0,0.0,0.0,0.0,0.0,50.0,-10.159999999999997,35,36
0,Welterweight,f,187.96,195.58,Orthodox,3.19,50.0,3.58,51.0,0.22,40.0,68.0,1.0,62.85714300000001,185.42,195.58,Orthodox,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6,71.42857,0.0,26,30
0,Lightweight,f,170.18,177.8,Southpaw,1.91,49.0,1.9,50.0,1.95,31.0,37.0,0.5,56.52174,170.18,177.8,Southpaw,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,73.52941,0.0,34,33
1,Welterweight,f,182.88,187.96,Orthodox,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,69.44444,177.8,177.8,Southpaw,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,66.666664,10.159999999999997,27,36
0,Lightweight,f,182.88,185.42000000000002,Orthodox,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8,66.666664,185.42,185.42000000000002,Orthodox,2.16,35.0,2.53,67.0,0.43,30.0,39.0,1.4,75.0,0.0,26,23
0,Lightweight,f,177.8,175.26,Orthodox,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,66.666664,167.64000000000001,177.8,Orthodox,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,-2.5400000000000205,30,30
0,Bantamweight,f,165.1,162.56,Orthodox,1.44,21.0,2.82,48.0,0.66,16.0,58.0,0.0,28.571428000000004,170.18,170.18,Orthodox,1.1,60.0,2.45,49.0,3.38,81.0,0.0,0.0,80.0,-7.6200000000000045,23,28
0,Middleweight,f,182.88,190.5,Southpaw,2.17,39.0,2.89,59.0,1.76,35.0,77.0,0.6,70.833336,182.88,182.88,Orthodox,4.44,47.0,4.47,55.0,0.27,25.0,56.0,0.5,57.894737,7.6200000000000045,22,30
0,Lightweight,f,190.5,195.58,Orthodox,1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,64.70588000000001,175.26,177.8,Orthodox,3.22,37.0,2.61,59.0,1.34,60.0,30.0,1.5,75.0,17.78,28,25
1,Heavyweight,f,210.82,213.36,Orthodox,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,182.88,195.58,Orthodox,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0,69.23076999999999,,21,29
0,Welterweight,f,175.26,180.34,Southpaw,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,185.42,190.5,Orthodox,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,89.47369,-10.159999999999997,25,22
0,Lightweight,f,170.18,177.8,Orthodox,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,177.8,182.88,Southpaw,2.76,37.0,2.91,57.0,1.52,22.0,50.0,0.9,73.17073,-5.079999999999984,28,28
1,Welterweight,t,185.42,190.5,Orthodox,1.82,45.0,2.03,50.0,1.27,22.0,66.0,3.8,63.636364,185.42,190.5,Orthodox,2.11,37.0,3.75,51.0,1.18,55.0,19.0,0.7,60.0,0.0,31,27
0,Welterweight,f,177.8,187.96,Orthodox,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8,64.28571,180.34,172.72,Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,57.40740600000001,15.240000000000009,29,35
1,Lightweight,t,172.72,175.26,Orthodox,3.67,40.0,4.04,62.0,0.75,36.0,75.0,0.0,57.894737,180.34,185.42000000000002,Orthodox,2.52,33.0,4.57,51.0,0.0,0.0,74.0,0.0,65.0,-10.160000000000025,25,28
1,Lightweight,f,170.18,177.8,Orthodox,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,68.888885,182.88,193.04,Southpaw,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,-15.23999999999998,27,24
0,Lightweight,f,177.8,180.34,Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07406999999999,175.26,172.72,Orthodox,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,70.588234,7.6200000000000045,26,26
1,Welterweight,f,177.8,185.42000000000002,Orthodox,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7,54.54545600000001,177.8,180.34,Orthodox,3.16,29.0,4.23,60.0,2.21,57.0,50.0,0.6,73.68421,5.0800000000000125,32,25
0,Light Heavyweight,f,182.88,190.5,Orthodox,0.51,50.0,4.62,57.0,0.0,0.0,20.0,5.1,79.166664,185.42,193.04,Orthodox,3.29,38.0,2.26,57.0,3.55,60.0,82.0,0.4,79.166664,,30,27
1,Welterweight,f,187.96,193.04,Orthodox,2.83,50.0,3.77,50.0,1.2,45.0,71.0,1.0,62.5,180.34,185.42000000000002,Orthodox,2.18,36.0,3.82,53.0,0.0,0.0,0.0,0.0,46.153847,,25,25
0,Lightweight,f,180.34,180.34,Orthodox,5.04,38.0,2.94,61.0,0.0,0.0,0.0,0.0,69.23076999999999,177.8,180.34,Orthodox,2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4,63.636364,,22,29
1,Welterweight,f,182.88,193.04,Orthodox,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,79.411766,180.34,185.42000000000002,Orthodox,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,65.21739000000001,7.619999999999976,31,28
1,Heavyweight,t,190.5,205.74,Orthodox,3.53,72.0,2.11,50.0,3.9,55.0,60.0,0.5,55.55555699999999,190.5,200.66,Southpaw,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,62.068966,5.0800000000000125,32,30
1,Welterweight,t,180.34,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,92.85714,175.26,177.8,Orthodox,3.61,40.0,3.13,64.0,0.74,68.0,63.0,0.3,67.5,15.23999999999998,28,26
0,Middleweight,f,185.42,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,77.5,180.34,187.96,Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,68.08510600000001,2.539999999999992,30,39
0,Middleweight,f,187.96,185.42000000000002,Orthodox,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,70.833336,177.8,185.42000000000002,Orthodox,3.1,41.0,3.62,57.0,2.29,67.0,92.0,1.0,63.636364,0.0,25,34
1,Light Heavyweight,f,185.42,190.5,Orthodox,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,61.53846,193.04,198.12,Orthodox,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,68.0,-7.6200000000000045,45,32
0,Lightweight,f,172.72,177.8,Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,62.85714300000001,172.72,180.34,Southpaw,2.79,40.0,2.89,59.0,1.7,41.0,47.0,1.9,69.04762,-2.539999999999992,29,26
0,Light Heavyweight,f,190.5,193.04,Orthodox,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,76.47059,193.04,213.36,Orthodox,4.41,55.0,2.12,65.0,2.13,50.0,95.0,0.6,91.666664,-20.32000000000002,25,22
1,Welterweight,f,187.96,193.04,Southpaw,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6,78.57143,177.8,182.88,Orthodox,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,80.76923000000001,10.159999999999997,28,25
1,Middleweight,f,182.88,187.96,Southpaw,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,58.823530000000005,187.96,193.04,Orthodox,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,64.28571,-5.079999999999984,26,26
0,Lightweight,f,172.72,177.8,Orthodox,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,75.0,177.8,180.34,Orthodox,1.25,39.0,1.88,58.0,2.13,27.0,50.0,3.4,70.0,-2.539999999999992,28,28
1,Lightweight,t,175.26,177.8,Orthodox,2.71,49.0,3.12,56.0,1.24,55.0,75.0,0.5,53.33333199999999,177.8,187.96,Southpaw,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,70.0,-10.159999999999997,31,33
